time,voltage
4.700000000000000401e-04,1.330933767320664762e-01
4.800000000000000664e-04,8.930159409072277454e-02
4.900000000000000926e-04,6.301698077678043186e-02
5.000000000000000104e-04,7.884560687786087291e-03
5.100000000000000366e-04,-3.338475301856765054e-02
5.200000000000000629e-04,-2.000712251636123928e-01
5.300000000000000891e-04,-2.220485573787169542e-01
5.400000000000000069e-04,-1.926213240233757285e-01
5.500000000000000331e-04,-3.008543491459631514e-01
5.600000000000000594e-04,-3.764969416007771796e-01
5.700000000000000856e-04,-4.035696470900961286e-01
5.800000000000000034e-04,-4.980719097161818154e-01
5.900000000000000296e-04,-4.956998736346737711e-01
6.000000000000000559e-04,-7.009019361569935880e-01
6.100000000000000821e-04,-5.783813776512436444e-01
6.199999999999999999e-04,-6.457229986873319616e-01
6.300000000000000261e-04,-7.722469438046376533e-01
6.400000000000000524e-04,-8.142886375124730458e-01
6.500000000000000786e-04,-7.389761280885313033e-01
6.600000000000001048e-04,-9.114128321582261050e-01
6.700000000000000226e-04,-8.086506252123415450e-01
6.800000000000000488e-04,-8.763642022355695449e-01
6.900000000000000751e-04,-1.010478698173560508e+00
7.000000000000001013e-04,-1.000964258837805598e+00
7.100000000000000191e-04,-1.014771181325149652e+00
7.200000000000000453e-04,-9.113129738797780544e-01
7.300000000000000716e-04,-1.032393892424979809e+00
7.400000000000000978e-04,-9.756118020825481629e-01
7.500000000000000156e-04,-9.958959070829968008e-01
7.600000000000000418e-04,-1.012746622867616519e+00
7.700000000000000681e-04,-9.641332570265128687e-01
7.800000000000000943e-04,-1.023221473134776849e+00
7.900000000000000121e-04,-9.964913833634173601e-01
8.000000000000000383e-04,-9.384879416663003404e-01
8.100000000000000646e-04,-9.956044636013577920e-01
8.200000000000000908e-04,-8.086675725164398365e-01
8.300000000000001170e-04,-7.833641436686641368e-01
8.400000000000000348e-04,-8.478330614290946476e-01
8.500000000000000611e-04,-6.898461173335357355e-01
8.600000000000000873e-04,-7.144631308642519496e-01
8.700000000000001135e-04,-6.890313277714433804e-01
8.800000000000000313e-04,-7.271827497567779908e-01
8.900000000000000576e-04,-6.323777431553097017e-01
9.000000000000000838e-04,-5.158962592208101716e-01
9.100000000000001100e-04,-5.662666774146279947e-01
9.200000000000000278e-04,-5.342550479799171859e-01
9.300000000000000541e-04,-4.548020633594764273e-01
9.400000000000000803e-04,-4.018047179936626856e-01
9.500000000000001065e-04,-2.880982723681442259e-01
9.600000000000001327e-04,-2.527538079402493199e-01
9.700000000000000505e-04,-1.785386829454151392e-01
9.800000000000001852e-04,-1.375417527120509631e-01
9.899999999999999946e-04,-2.321560808505705731e-02
1.000000000000000021e-03,4.672370993126884892e-02
1.010000000000000047e-03,9.728736001669416322e-03
1.020000000000000073e-03,2.355523522032711981e-01
1.030000000000000100e-03,3.037312770482208379e-01
1.040000000000000126e-03,2.531988031296024677e-01
1.050000000000000152e-03,3.125138555408641383e-01
1.060000000000000178e-03,3.782566175504445405e-01
1.069999999999999988e-03,3.481584709324280213e-01
1.080000000000000014e-03,5.167854820157401496e-01
1.090000000000000040e-03,5.271618211013749944e-01
1.100000000000000066e-03,5.948814741971172326e-01
1.110000000000000092e-03,6.952151988097265978e-01
1.120000000000000119e-03,5.003360576921010994e-01
1.130000000000000145e-03,7.404506853410944833e-01
1.140000000000000171e-03,8.394722504845144595e-01
1.150000000000000197e-03,8.625594285423530128e-01
1.160000000000000007e-03,7.921311813211057151e-01
1.170000000000000033e-03,8.785043961264913381e-01
1.180000000000000059e-03,9.925950431236612026e-01
1.190000000000000085e-03,1.009421262140356879e+00
1.200000000000000112e-03,9.800535341017077018e-01
1.210000000000000138e-03,9.006887668164136329e-01
1.220000000000000164e-03,9.873723784886970778e-01
1.230000000000000190e-03,1.072314587397815489e+00
1.240000000000000000e-03,9.967012059360607079e-01
1.250000000000000026e-03,1.040643993843269444e+00
1.260000000000000052e-03,9.941415502118248204e-01
1.270000000000000078e-03,9.229385978120621115e-01
1.280000000000000105e-03,9.520492836442671081e-01
1.290000000000000131e-03,1.007881234280989080e+00
1.300000000000000157e-03,9.706801976782510888e-01
1.310000000000000183e-03,9.428187044164590969e-01
1.320000000000000210e-03,8.376738132508734225e-01
1.330000000000000019e-03,8.748809336750096310e-01
1.340000000000000045e-03,8.775806137672064189e-01
1.350000000000000071e-03,7.358573309559605091e-01
1.360000000000000098e-03,6.895703262564123470e-01
1.370000000000000124e-03,7.005032777452162573e-01
1.380000000000000150e-03,6.285120239517503204e-01
1.390000000000000176e-03,6.153526999797134245e-01
1.400000000000000203e-03,6.354204450184942621e-01
1.410000000000000012e-03,6.063202316271307790e-01
1.420000000000000038e-03,5.059170577728757667e-01
1.430000000000000064e-03,5.101538891847448021e-01
1.440000000000000091e-03,3.379916420239593711e-01
1.450000000000000117e-03,3.706311951779219238e-01
1.460000000000000143e-03,2.692655070342917512e-01
1.470000000000000169e-03,1.466625132405660614e-01
1.480000000000000196e-03,5.788085086994659845e-03
1.490000000000000222e-03,-2.806208385317923715e-02
1.500000000000000031e-03,1.973527450150262472e-02
1.510000000000000057e-03,-7.464797574742798592e-02
1.520000000000000084e-03,-1.489299956241614542e-01
1.530000000000000110e-03,-2.445034092783439361e-01
1.540000000000000136e-03,-1.578153068041045493e-01
1.550000000000000162e-03,-2.458654762255150228e-01
1.560000000000000189e-03,-3.695706770198728952e-01
1.570000000000000215e-03,-4.589980470305312088e-01
1.580000000000000024e-03,-4.698876643567315714e-01
1.590000000000000050e-03,-5.236499212239792422e-01
1.600000000000000077e-03,-4.965487748631778331e-01
1.610000000000000103e-03,-7.062253133543684447e-01
1.620000000000000129e-03,-6.190527352836048269e-01
1.630000000000000155e-03,-7.962447954952984741e-01
1.640000000000000182e-03,-7.550909944256530837e-01
1.650000000000000208e-03,-8.956604146181630366e-01
1.660000000000000234e-03,-8.838996757768429191e-01
1.670000000000000043e-03,-8.696510602381056776e-01
1.680000000000000070e-03,-8.677290462122231318e-01
1.690000000000000096e-03,-9.765484276556823939e-01
1.700000000000000122e-03,-9.605201112582353318e-01
1.710000000000000148e-03,-8.682151105225335286e-01
1.720000000000000175e-03,-1.030587225273454921e+00
1.730000000000000201e-03,-9.809725577394192708e-01
1.740000000000000227e-03,-1.132219804356247472e+00
1.750000000000000036e-03,-9.925204825035210954e-01
1.760000000000000063e-03,-1.083378211337914010e+00
1.770000000000000089e-03,-9.814602257835396415e-01
1.780000000000000115e-03,-1.018070763354267827e+00
1.790000000000000141e-03,-9.912537449720537630e-01
1.800000000000000168e-03,-8.985403343672203613e-01
1.810000000000000194e-03,-1.009689387968633723e+00
1.820000000000000220e-03,-9.413094422166823350e-01
1.830000000000000246e-03,-9.351857000581752510e-01
1.840000000000000056e-03,-8.790221288324071569e-01
1.850000000000000082e-03,-8.522294261948253347e-01
1.860000000000000108e-03,-7.832140857709259940e-01
1.870000000000000134e-03,-6.796117598595743381e-01
1.880000000000000161e-03,-5.856811496220816204e-01
1.890000000000000187e-03,-6.392340762845303281e-01
1.900000000000000213e-03,-4.541240562275011827e-01
1.910000000000000239e-03,-6.165906176048616683e-01
1.920000000000000265e-03,-4.495959797100874678e-01
1.930000000000000075e-03,-4.231646004282442752e-01
1.940000000000000101e-03,-3.737319661773413348e-01
1.950000000000000127e-03,-2.700533284408930257e-01
1.960000000000000370e-03,-2.049474431761695581e-01
1.969999999999999963e-03,-1.756634016247401453e-01
1.979999999999999989e-03,-1.351702622805738829e-01
1.990000000000000015e-03,-6.660632723613009454e-02
2.000000000000000042e-03,2.589393173131421255e-02
2.010000000000000068e-03,-2.001985991007171339e-02
2.020000000000000094e-03,9.193404065574739548e-02
2.030000000000000120e-03,1.897713143920531087e-01
2.040000000000000147e-03,2.770611348334285351e-01
2.050000000000000173e-03,2.651951105904087891e-01
2.060000000000000199e-03,4.258886129722033176e-01
2.070000000000000225e-03,5.219409309982415701e-01
2.080000000000000251e-03,4.241452341057647679e-01
2.090000000000000278e-03,4.998690383513765823e-01
2.100000000000000304e-03,4.624974242450621276e-01
2.110000000000000330e-03,7.030479088357052264e-01
2.120000000000000356e-03,6.853241081985410599e-01
2.130000000000000383e-03,7.619161117714855491e-01
2.139999999999999975e-03,7.407538345325073159e-01
2.150000000000000001e-03,8.419180439395715920e-01
2.160000000000000028e-03,8.771972368547407140e-01
2.170000000000000054e-03,7.947973030339576805e-01
2.180000000000000080e-03,8.596395639551180912e-01
2.190000000000000106e-03,9.132059868827364646e-01
2.200000000000000133e-03,9.574064248996628779e-01
2.210000000000000159e-03,1.013916119786816727e+00
2.220000000000000185e-03,9.923600972032808887e-01
2.230000000000000211e-03,1.000297449477281608e+00
2.240000000000000237e-03,1.005639772926101960e+00
2.250000000000000264e-03,1.011760988769975000e+00
2.260000000000000290e-03,1.051094658129773096e+00
2.270000000000000316e-03,1.053929576492907305e+00
2.280000000000000342e-03,9.174649008256126059e-01
2.290000000000000369e-03,9.875597922419118158e-01
2.300000000000000395e-03,8.987440385188041336e-01
2.309999999999999987e-03,8.735780111813941096e-01
2.320000000000000014e-03,8.177054139539061683e-01
2.330000000000000040e-03,8.870967977421462258e-01
2.340000000000000066e-03,9.707178877340529866e-01
2.350000000000000092e-03,8.104733800160279777e-01
2.360000000000000119e-03,7.480529802804727346e-01
2.370000000000000145e-03,6.898876648990112104e-01
2.380000000000000171e-03,6.940774545763073178e-01
2.390000000000000197e-03,6.443589347477614027e-01
2.400000000000000223e-03,5.318641447590014559e-01
2.410000000000000250e-03,5.105014529829359216e-01
2.420000000000000276e-03,4.989840468886027058e-01
2.430000000000000302e-03,4.250709887779398621e-01
2.440000000000000328e-03,3.481743880157223692e-01
2.450000000000000355e-03,2.630987393846409006e-01
2.460000000000000381e-03,2.053320092538284680e-01
2.470000000000000407e-03,1.177660852417835580e-01
2.480000000000000000e-03,1.516030427724855689e-01
2.490000000000000026e-03,8.244796534224263507e-02
2.500000000000000052e-03,-6.362449549030411988e-02
2.510000000000000078e-03,-1.448905052287512429e-01
2.520000000000000104e-03,-1.260222375259020811e-01
2.530000000000000131e-03,-1.346842623157550600e-01
2.540000000000000157e-03,-3.047110577616808369e-01
2.550000000000000183e-03,-3.827367149932557888e-01
2.560000000000000209e-03,-3.833286222599415205e-01
2.570000000000000236e-03,-3.773118117721518394e-01
2.580000000000000262e-03,-4.979341919155519935e-01
2.590000000000000288e-03,-5.391454578514329743e-01
2.600000000000000314e-03,-5.163664891817965064e-01
2.610000000000000341e-03,-5.951133497611424961e-01
2.620000000000000367e-03,-6.395226085836229757e-01
2.630000000000000393e-03,-7.257326023182965047e-01
2.640000000000000419e-03,-7.169722584319565550e-01
2.650000000000000012e-03,-7.428499938947424885e-01
2.660000000000000038e-03,-7.946820569372606835e-01
2.670000000000000064e-03,-8.991285071667459716e-01
2.680000000000000090e-03,-9.672631312266268822e-01
2.690000000000000117e-03,-9.733705719933609668e-01
2.700000000000000143e-03,-9.765523308349131071e-01
2.710000000000000169e-03,-9.806835579713139017e-01
2.720000000000000195e-03,-9.230818596621244154e-01
2.730000000000000222e-03,-9.321059535907766369e-01
2.740000000000000248e-03,-1.057294560513070802e+00
2.750000000000000274e-03,-1.024984700449440345e+00
2.760000000000000300e-03,-1.014050393994290200e+00
2.770000000000000327e-03,-9.120781829173705280e-01
2.780000000000000353e-03,-1.007256123085590982e+00
2.790000000000000379e-03,-1.013368544374490199e+00
2.800000000000000405e-03,-9.613375201714192686e-01
2.810000000000000431e-03,-9.068273136760680586e-01
2.820000000000000024e-03,-8.666123604825282101e-01
2.830000000000000050e-03,-8.927072939909694860e-01
2.840000000000000076e-03,-8.172071200798346480e-01
2.850000000000000103e-03,-8.378116069048425762e-01
2.860000000000000129e-03,-8.112225526042010637e-01
2.870000000000000155e-03,-7.837437040827298640e-01
2.880000000000000181e-03,-6.079906552689251509e-01
2.890000000000000208e-03,-6.111197746399114061e-01
2.900000000000000234e-03,-5.842722624779024265e-01
2.910000000000000260e-03,-5.325823157381750494e-01
2.920000000000000286e-03,-5.527745793987051126e-01
2.930000000000000313e-03,-5.608878491602298233e-01
2.940000000000000339e-03,-3.958097131244772693e-01
2.950000000000000365e-03,-2.463188590432701386e-01
2.960000000000000391e-03,-2.250382738223196399e-01
2.970000000000000417e-03,-1.366647394362815182e-01
2.980000000000000444e-03,-1.537959620001275729e-01
2.990000000000000036e-03,6.179115938431609112e-03
3.000000000000000062e-03,5.035180051843186899e-02
3.010000000000000089e-03,9.957805634357116964e-02
3.020000000000000115e-03,2.038667100403348531e-01
3.030000000000000141e-03,1.863211290548381915e-01
3.040000000000000167e-03,2.304325074627102121e-01
3.050000000000000194e-03,3.921135637964214826e-01
3.060000000000000220e-03,2.633221254248644949e-01
3.070000000000000246e-03,4.252144701325858978e-01
3.080000000000000272e-03,5.191486611476934243e-01
3.090000000000000299e-03,4.598179571813505451e-01
3.100000000000000325e-03,6.321151861384770587e-01
3.110000000000000351e-03,6.697161978705165053e-01
3.120000000000000377e-03,6.619361141347095412e-01
3.130000000000000403e-03,7.776100789417565995e-01
3.140000000000000430e-03,8.043075289603582867e-01
3.150000000000000456e-03,9.062043801250170283e-01
3.160000000000000048e-03,9.173640384782019153e-01
3.170000000000000075e-03,8.942534804499795431e-01
3.180000000000000101e-03,8.537537437431292897e-01
3.190000000000000127e-03,9.859623849158212217e-01
3.200000000000000153e-03,9.461370979305094853e-01
3.210000000000000180e-03,9.893401671015461529e-01
3.220000000000000206e-03,1.012349788276785345e+00
3.230000000000000232e-03,1.031385664898774035e+00
3.240000000000000258e-03,9.968081747964495642e-01
3.250000000000000284e-03,1.080189290675282132e+00
3.260000000000000311e-03,1.069274529250215711e+00
3.270000000000000337e-03,1.020214791668245802e+00
3.280000000000000363e-03,9.997047491184407608e-01
3.290000000000000389e-03,9.389754549947865181e-01
3.300000000000000416e-03,9.566552056886721278e-01
3.310000000000000442e-03,1.005541356646236340e+00
3.320000000000000468e-03,9.213938320316812369e-01
3.330000000000000061e-03,8.572079689393296009e-01
3.340000000000000087e-03,8.608579747505409330e-01
3.350000000000000113e-03,7.915746834198900128e-01
3.360000000000000139e-03,6.997078519434869470e-01
3.370000000000000166e-03,7.055566208717343191e-01
3.380000000000000192e-03,6.904259195796811355e-01
3.390000000000000218e-03,5.777021744957596683e-01
3.400000000000000244e-03,6.222235076819021549e-01
3.410000000000000270e-03,5.435684500530615360e-01
3.420000000000000297e-03,4.464961630721066554e-01
3.430000000000000323e-03,4.880431151188510674e-01
3.440000000000000349e-03,3.194187473862679094e-01
3.450000000000000375e-03,4.084585213536321424e-01
3.460000000000000402e-03,2.165569997473845154e-01
3.470000000000000428e-03,2.020699900754960310e-01
3.480000000000000454e-03,1.449990069664542636e-01
3.490000000000000480e-03,7.526389957121519536e-02
3.500000000000000073e-03,-3.472533315387288377e-02
3.510000000000000099e-03,-1.783918258558837844e-01
3.520000000000000125e-03,-1.191462406640661220e-01
3.530000000000000152e-03,-2.106479774122659299e-01
3.540000000000000178e-03,-2.752691095539924748e-01
3.550000000000000204e-03,-3.575091325509314188e-01
3.560000000000000230e-03,-4.330785155424155541e-01
3.570000000000000256e-03,-4.800451635192789501e-01
3.580000000000000283e-03,-4.566122828382730425e-01
3.590000000000000309e-03,-4.744009162276966451e-01
3.600000000000000335e-03,-4.865748050228049237e-01
3.610000000000000361e-03,-5.747844896408547122e-01
3.620000000000000388e-03,-7.666594206913495135e-01
3.630000000000000414e-03,-6.875542317960373628e-01
3.640000000000000440e-03,-8.202962173111151278e-01
3.650000000000000466e-03,-8.470699373288437251e-01
3.660000000000000493e-03,-7.915074747110525388e-01
3.670000000000000085e-03,-8.294780377457623421e-01
3.680000000000000111e-03,-9.042586568493070631e-01
3.690000000000000138e-03,-9.161226249544471845e-01
3.700000000000000164e-03,-9.659770340252167298e-01
3.710000000000000190e-03,-8.831188391960878015e-01
3.720000000000000216e-03,-9.691933095530741449e-01
3.730000000000000242e-03,-1.011043508650269374e+00
3.740000000000000269e-03,-9.767378989845239001e-01
3.750000000000000295e-03,-9.995796810250447972e-01
3.760000000000000321e-03,-9.774944643163814284e-01
3.770000000000000347e-03,-1.011165428934937660e+00
3.780000000000000374e-03,-9.843158869194363891e-01
3.790000000000000400e-03,-9.322708794745733218e-01
3.800000000000000426e-03,-9.509190762003459918e-01
3.810000000000000452e-03,-9.939024363864419342e-01
3.820000000000000479e-03,-8.513057046350049895e-01
3.830000000000000505e-03,-8.287962315714573203e-01
3.840000000000000531e-03,-7.930838122209051821e-01
3.850000000000000124e-03,-7.605784235582575548e-01
3.860000000000000150e-03,-7.222087434082465895e-01
3.870000000000000176e-03,-7.589395117812860470e-01
3.880000000000000202e-03,-7.006647659985866250e-01
3.890000000000000228e-03,-6.067422186628871339e-01
3.900000000000000255e-03,-6.348210279140481527e-01
3.910000000000000281e-03,-6.832344781575202530e-01
3.920000000000000741e-03,-4.844372817186891056e-01
3.930000000000000333e-03,-3.495267255005966578e-01
3.939999999999999926e-03,-2.911336678021027580e-01
3.950000000000000386e-03,-3.687491246734869166e-01
3.959999999999999978e-03,-2.197241208296972503e-01
3.970000000000000438e-03,-2.201392979600931554e-01
3.980000000000000031e-03,-1.490013328921598879e-01
3.990000000000000491e-03,-7.595933701822014938e-02
4.000000000000000083e-03,-5.287379903815438154e-02
4.010000000000000543e-03,7.845193019398619128e-02
4.020000000000000136e-03,1.623319806376256613e-01
4.030000000000000596e-03,1.764203552396667596e-01
4.040000000000000188e-03,1.911458668505016112e-01
4.050000000000000648e-03,3.369538553735579312e-01
4.060000000000000241e-03,4.387259591799929637e-01
4.070000000000000701e-03,4.001680934908659060e-01
4.080000000000000293e-03,5.259491001124432241e-01
4.090000000000000753e-03,5.831641614400390194e-01
4.100000000000000346e-03,4.961232046100148008e-01
4.109999999999999938e-03,7.381473670622292760e-01
4.120000000000000398e-03,6.803169789669083478e-01
4.129999999999999991e-03,7.349391940549243607e-01
4.140000000000000450e-03,7.446399723645292790e-01
4.150000000000000043e-03,7.925458643164233763e-01
4.160000000000000503e-03,9.115337246669101834e-01
4.170000000000000095e-03,8.605012900438435697e-01
4.180000000000000555e-03,8.432671006379512946e-01
4.190000000000000148e-03,9.032096651792108633e-01
4.200000000000000608e-03,1.032131875072493710e+00
4.210000000000000200e-03,1.062983793384962405e+00
4.220000000000000660e-03,9.111151457952306743e-01
4.230000000000000253e-03,9.246181441410634694e-01
4.240000000000000713e-03,9.775181117240980821e-01
4.250000000000000305e-03,9.469819528386838048e-01
4.260000000000000765e-03,9.276974956019755636e-01
4.270000000000000358e-03,9.912862771952475338e-01
4.279999999999999950e-03,1.005211712297788607e+00
4.290000000000000410e-03,1.015306604726099016e+00
4.300000000000000003e-03,9.449993856259959468e-01
4.310000000000000463e-03,8.864629983394403112e-01
4.320000000000000055e-03,9.160382468388559296e-01
4.330000000000000515e-03,9.373772050030501068e-01
4.340000000000000108e-03,8.281543891393533530e-01
4.350000000000000568e-03,7.822311111584711041e-01
4.360000000000000160e-03,8.497646018148856673e-01
4.370000000000000620e-03,6.729155341512242927e-01
4.380000000000000213e-03,6.422408984889236283e-01
4.390000000000000673e-03,6.036584828567563843e-01
4.400000000000000265e-03,4.937088387208352636e-01
4.410000000000000725e-03,5.426459393290696820e-01
4.420000000000000318e-03,5.247310884999043523e-01
4.430000000000000777e-03,4.848009618193301895e-01
4.440000000000000370e-03,3.837822969543718266e-01
4.449999999999999963e-03,2.694956324699576689e-01
4.460000000000000422e-03,3.361885577219584365e-01
4.470000000000000015e-03,1.271191299452457402e-01
4.480000000000000475e-03,7.362233506433510377e-02
4.490000000000000067e-03,1.707314366350903279e-01
4.500000000000000527e-03,-5.100810932288701860e-02
4.510000000000000120e-03,-8.509273998434818687e-03
4.520000000000000580e-03,-4.530432539964912575e-02
4.530000000000000172e-03,-1.787097726437043566e-01
4.540000000000000632e-03,-2.876830530238728145e-01
4.550000000000000225e-03,-3.271082044998167015e-01
4.560000000000000685e-03,-3.394529190431403443e-01
4.570000000000000277e-03,-4.074158260071371607e-01
4.580000000000000737e-03,-5.286306562211139370e-01
4.590000000000000330e-03,-5.252374383844278238e-01
4.600000000000000790e-03,-5.544793664658203003e-01
4.610000000000000382e-03,-6.151888617432086370e-01
4.619999999999999975e-03,-6.937886710012064473e-01
4.630000000000000435e-03,-7.627047800824670043e-01
4.640000000000000027e-03,-8.387704296058025033e-01
4.650000000000000487e-03,-7.778697131496332684e-01
4.660000000000000080e-03,-9.629682571894063736e-01
4.670000000000000540e-03,-8.827474784905056104e-01
4.680000000000000132e-03,-8.032271015966609973e-01
4.690000000000000592e-03,-9.435734081056009748e-01
4.700000000000000185e-03,-8.881053130622287295e-01
4.710000000000000644e-03,-9.504302117694338747e-01
4.720000000000000237e-03,-9.698204824780519706e-01
4.730000000000000697e-03,-1.021395320849544763e+00
4.740000000000000289e-03,-9.489305323465575537e-01
4.750000000000000749e-03,-9.717728665659514098e-01
4.760000000000000342e-03,-1.039568759110840457e+00
4.770000000000000802e-03,-1.003169818785347056e+00
4.780000000000000394e-03,-9.794088226290458277e-01
4.789999999999999987e-03,-9.289020092161089925e-01
4.800000000000000447e-03,-9.188826933160267885e-01
4.810000000000000039e-03,-9.730700039867348217e-01
4.820000000000000499e-03,-8.746980859382045281e-01
4.830000000000000092e-03,-8.647282838159826568e-01
4.840000000000000552e-03,-8.139770722634517286e-01
4.850000000000000144e-03,-8.319916938387563743e-01
4.860000000000000604e-03,-7.821180639600552320e-01
4.870000000000000197e-03,-7.693250026456913693e-01
4.880000000000000657e-03,-6.311747399616863818e-01
4.890000000000000249e-03,-6.614895759792221996e-01
4.900000000000000709e-03,-6.384339671341078271e-01
4.910000000000000302e-03,-5.265922051290523598e-01
4.920000000000000762e-03,-4.547646894833171083e-01
4.930000000000000354e-03,-4.684761896096871214e-01
4.940000000000000814e-03,-4.037952646236493970e-01
4.950000000000000407e-03,-3.450025550881458680e-01
4.959999999999999999e-03,-2.872258125912257043e-01
4.970000000000000459e-03,-1.856196374902762125e-01
4.980000000000000052e-03,-1.381200831437766341e-01
4.990000000000000512e-03,-1.080041520576048852e-01
5.000000000000000104e-03,2.090099869321633899e-02
5.010000000000000564e-03,8.987971378930970090e-02
5.020000000000000157e-03,1.310534623656554321e-01
5.030000000000000616e-03,1.721930499027189143e-01
5.040000000000000209e-03,2.296509673010839470e-01
5.050000000000000669e-03,3.712575573802711082e-01
5.060000000000000261e-03,3.955220127378731854e-01
5.070000000000000721e-03,4.261921014863797597e-01
5.080000000000000314e-03,3.985260792864090962e-01
5.090000000000000774e-03,5.800683755151659904e-01
5.100000000000000366e-03,6.459584039394590249e-01
5.110000000000000826e-03,6.571051170923387641e-01
5.120000000000000419e-03,6.711648769660647496e-01
5.130000000000000011e-03,7.952005102123905766e-01
5.140000000000000471e-03,7.275697705856698505e-01
5.150000000000000064e-03,8.657794833928078582e-01
5.160000000000000524e-03,8.348020420478531323e-01
5.170000000000000116e-03,8.445189508216246477e-01
5.180000000000000576e-03,9.333596735719883464e-01
5.190000000000000169e-03,9.103896431958580227e-01
5.200000000000000629e-03,9.154789648939803959e-01
5.210000000000000221e-03,1.005582880883545194e+00
5.220000000000000681e-03,9.583714978972781573e-01
5.230000000000000274e-03,9.669443104714134929e-01
5.240000000000000734e-03,9.564567972617998848e-01
5.250000000000000326e-03,1.020930358574517305e+00
5.260000000000000786e-03,1.009603174118823832e+00
5.270000000000000379e-03,1.080519106133367213e+00
5.280000000000000838e-03,9.556218143951684674e-01
5.290000000000000431e-03,9.994146821748688403e-01
5.300000000000000024e-03,9.372834484464350746e-01
5.310000000000000484e-03,9.116736204613909988e-01
5.320000000000000076e-03,9.243708379732744618e-01
5.330000000000000536e-03,8.800179642293782800e-01
5.340000000000000129e-03,9.045363979359328788e-01
5.350000000000000588e-03,7.980989074571418485e-01
5.360000000000000181e-03,7.696268979721726522e-01
5.370000000000000641e-03,7.427362309316315470e-01
5.380000000000000233e-03,7.392030844835547621e-01
5.390000000000000693e-03,6.944837339465061987e-01
5.400000000000000286e-03,5.178264931035090335e-01
5.410000000000000746e-03,5.483298899877387944e-01
5.420000000000000338e-03,4.666688131453580746e-01
5.430000000000000798e-03,3.834017256737367041e-01
5.440000000000000391e-03,3.496835514412201529e-01
5.450000000000000851e-03,3.146734540931271362e-01
5.460000000000000443e-03,2.852040745828966495e-01
5.470000000000000036e-03,1.894195606986571467e-01
5.480000000000000496e-03,1.294254667887329846e-01
5.490000000000000088e-03,-7.963165601467092625e-03
5.500000000000000548e-03,-2.449382422293612527e-02
5.510000000000000141e-03,-1.171480796965062299e-01
5.520000000000000601e-03,-1.798863578507354510e-01
5.530000000000000193e-03,-1.744857456378406668e-01
5.540000000000000653e-03,-2.455997268724144367e-01
5.550000000000000246e-03,-3.138793936128476680e-01
5.560000000000000706e-03,-3.563082974634428912e-01
5.570000000000000298e-03,-3.444152319642054816e-01
5.580000000000000758e-03,-3.947316134172913493e-01
5.590000000000000351e-03,-5.541383267099971865e-01
5.600000000000000810e-03,-5.204003467726029397e-01
5.610000000000000403e-03,-5.810539521636899352e-01
5.620000000000000863e-03,-6.315604164090626860e-01
5.630000000000000455e-03,-7.157219133010083167e-01
5.640000000000000048e-03,-8.202386589372120396e-01
5.650000000000000508e-03,-7.873281251493433608e-01
5.660000000000000100e-03,-8.218416034085315180e-01
5.670000000000000560e-03,-9.119293390837773794e-01
5.680000000000000153e-03,-9.288920743144596370e-01
5.690000000000000613e-03,-9.734815155404323850e-01
5.700000000000000205e-03,-9.898703127545170899e-01
